asset,tenor,moneyness,column,origins,populated,coverage
AMZN,dte_31_90,m_097_103,rp4_iv_dte_31_90_m_097_103,30955,30871,0.9972863834598611
AMZN,dte_31_90,m_103_110,rp4_iv_dte_31_90_m_103_110,30955,30868,0.9971894685834276
AMZN,dte_31_90,m_gt110,rp4_iv_dte_31_90_m_gt110,30955,30780,0.994346632208044
AMZN,dte_31_90,m_lt090,rp4_iv_dte_31_90_m_lt090,30955,30723,0.9925052495558068
AMZN,dte_8_30,m_090_097,rp4_iv_dte_8_30_m_090_097,30955,30879,0.9975448231303505
AMZN,dte_8_30,m_097_103,rp4_iv_dte_8_30_m_097_103,30955,30887,0.99780326280084
AMZN,dte_8_30,m_103_110,rp4_iv_dte_8_30_m_103_110,30955,30888,0.9978355677596511
AMZN,dte_8_30,m_gt110,rp4_iv_dte_8_30_m_gt110,30955,30133,0.973445323857212
AMZN,dte_8_30,m_lt090,rp4_iv_dte_8_30_m_lt090,30955,30516,0.9858181230818931
AMZN,dte_gt90,m_090_097,rp4_iv_dte_gt90_m_090_097,30955,30423,0.9828137619124535
AMZN,dte_gt90,m_097_103,rp4_iv_dte_gt90_m_097_103,30955,30811,0.9953480859311904
AMZN,dte_gt90,m_103_110,rp4_iv_dte_gt90_m_103_110,30955,30624,0.9893070586335002
AMZN,dte_gt90,m_gt110,rp4_iv_dte_gt90_m_gt110,30955,30872,0.9973186884186722
AMZN,dte_gt90,m_lt090,rp4_iv_dte_gt90_m_lt090,30955,30860,0.9969310289129382
META,dte_0_1,m_090_097,rp4_iv_dte_0_1_m_090_097,30954,16602,0.5363442527621632
META,dte_0_1,m_097_103,rp4_iv_dte_0_1_m_097_103,30954,16986,0.5487497577049816
META,dte_0_1,m_103_110,rp4_iv_dte_0_1_m_103_110,30954,15476,0.49996769399754476
META,dte_0_1,m_gt110,rp4_iv_dte_0_1_m_gt110,30954,6164,0.19913419913419914
META,dte_0_1,m_lt090,rp4_iv_dte_0_1_m_lt090,30954,11202,0.3618918395037798
META,dte_2_7,m_090_097,rp4_iv_dte_2_7_m_090_097,30954,26550,0.8577243651870518
META,dte_2_7,m_097_103,rp4_iv_dte_2_7_m_097_103,30954,26569,0.8583381792337016
META,dte_2_7,m_103_110,rp4_iv_dte_2_7_m_103_110,30954,26564,0.8581766492214253
META,dte_2_7,m_gt110,rp4_iv_dte_2_7_m_gt110,30954,20753,0.6704464689539317
META,dte_2_7,m_lt090,rp4_iv_dte_2_7_m_lt090,30954,23579,0.7617432318924856
META,dte_31_90,m_090_097,rp4_iv_dte_31_90_m_090_097,30954,30471,0.9843962008141113
META,dte_31_90,m_097_103,rp4_iv_dte_31_90_m_097_103,30954,30847,0.9965432577372876
META,dte_31_90,m_103_110,rp4_iv_dte_31_90_m_103_110,30954,30588,0.9881760031013762
META,dte_31_90,m_gt110,rp4_iv_dte_31_90_m_gt110,30954,30509,0.985623828907411
META,dte_31_90,m_lt090,rp4_iv_dte_31_90_m_lt090,30954,30521,0.9860115009368741
META,dte_8_30,m_090_097,rp4_iv_dte_8_30_m_090_097,30954,30870,0.9972862957937585
META,dte_8_30,m_097_103,rp4_iv_dte_8_30_m_097_103,30954,30886,0.9978031918330426
META,dte_8_30,m_103_110,rp4_iv_dte_8_30_m_103_110,30954,30883,0.9977062738256768
META,dte_8_30,m_gt110,rp4_iv_dte_8_30_m_gt110,30954,30201,0.9756735801511921
META,dte_8_30,m_lt090,rp4_iv_dte_8_30_m_lt090,30954,30526,0.9861730309491503
META,dte_gt90,m_090_097,rp4_iv_dte_gt90_m_090_097,30954,28967,0.935807973121406
META,dte_gt90,m_097_103,rp4_iv_dte_gt90_m_097_103,30954,30488,0.9849454028558506
META,dte_gt90,m_103_110,rp4_iv_dte_gt90_m_103_110,30954,29466,0.9519286683465787
META,dte_gt90,m_gt110,rp4_iv_dte_gt90_m_gt110,30954,30695,0.9916327453640886
META,dte_gt90,m_lt090,rp4_iv_dte_gt90_m_lt090,30954,30776,0.9942495315629644
MSFT,dte_0_1,m_090_097,rp4_iv_dte_0_1_m_090_097,30955,15662,0.5059602649006623
MSFT,dte_0_1,m_097_103,rp4_iv_dte_0_1_m_097_103,30955,16985,0.5486997254078501
MSFT,dte_0_1,m_103_110,rp4_iv_dte_0_1_m_103_110,30955,13121,0.4238733645614602
MSFT,dte_0_1,m_gt110,rp4_iv_dte_0_1_m_gt110,30955,2654,0.08573736068486512
MSFT,dte_0_1,m_lt090,rp4_iv_dte_0_1_m_lt090,30955,6685,0.21595864965272168
MSFT,dte_2_7,m_090_097,rp4_iv_dte_2_7_m_090_097,30955,26430,0.8538200613794218
MSFT,dte_2_7,m_097_103,rp4_iv_dte_2_7_m_097_103,30955,26570,0.8583427556129866
MSFT,dte_2_7,m_103_110,rp4_iv_dte_2_7_m_103_110,30955,26196,0.8462607010176062
MSFT,dte_2_7,m_gt110,rp4_iv_dte_2_7_m_gt110,30955,12072,0.38998546276853496
MSFT,dte_2_7,m_lt090,rp4_iv_dte_2_7_m_lt090,30955,17397,0.5620093684380553
MSFT,dte_31_90,m_090_097,rp4_iv_dte_31_90_m_090_097,30955,30658,0.9904054272330802
MSFT,dte_31_90,m_097_103,rp4_iv_dte_31_90_m_097_103,30955,30868,0.9971894685834276
MSFT,dte_31_90,m_103_110,rp4_iv_dte_31_90_m_103_110,30955,30800,0.9949927313842675
MSFT,dte_31_90,m_gt110,rp4_iv_dte_31_90_m_gt110,30955,29312,0.9469229526732353
MSFT,dte_31_90,m_lt090,rp4_iv_dte_31_90_m_lt090,30955,29899,0.9658859634953966
MSFT,dte_8_30,m_090_097,rp4_iv_dte_8_30_m_090_097,30955,30854,0.9967371991600711
MSFT,dte_8_30,m_097_103,rp4_iv_dte_8_30_m_097_103,30955,30887,0.99780326280084
MSFT,dte_8_30,m_103_110,rp4_iv_dte_8_30_m_103_110,30955,30867,0.9971571636246164
MSFT,dte_8_30,m_gt110,rp4_iv_dte_8_30_m_gt110,30955,25652,0.8286868034243257
MSFT,dte_8_30,m_lt090,rp4_iv_dte_8_30_m_lt090,30955,28827,0.9312550476498143
MSFT,dte_gt90,m_090_097,rp4_iv_dte_gt90_m_090_097,30955,30207,0.9758358908092393
MSFT,dte_gt90,m_097_103,rp4_iv_dte_gt90_m_097_103,30955,30755,0.9935390082377645
MSFT,dte_gt90,m_103_110,rp4_iv_dte_gt90_m_103_110,30955,30477,0.9845582296882571
MSFT,dte_gt90,m_gt110,rp4_iv_dte_gt90_m_gt110,30955,30763,0.9937974479082539
MSFT,dte_gt90,m_lt090,rp4_iv_dte_gt90_m_lt090,30955,30573,0.9876595057341302
NVDA,dte_0_1,m_090_097,rp4_iv_dte_0_1_m_090_097,30955,16939,0.5472136973025359
NVDA,dte_0_1,m_097_103,rp4_iv_dte_0_1_m_097_103,30955,16977,0.5484412857373607
NVDA,dte_0_1,m_103_110,rp4_iv_dte_0_1_m_103_110,30955,16427,0.530673558391213
NVDA,dte_0_1,m_gt110,rp4_iv_dte_0_1_m_gt110,30955,8735,0.2821838152156356
NVDA,dte_0_1,m_lt090,rp4_iv_dte_0_1_m_lt090,30955,15801,0.5104506541754159
NVDA,dte_2_7,m_090_097,rp4_iv_dte_2_7_m_090_097,30955,26570,0.8583427556129866
NVDA,dte_2_7,m_097_103,rp4_iv_dte_2_7_m_097_103,30955,26570,0.8583427556129866
NVDA,dte_2_7,m_103_110,rp4_iv_dte_2_7_m_103_110,30955,26570,0.8583427556129866
NVDA,dte_2_7,m_gt110,rp4_iv_dte_2_7_m_gt110,30955,25267,0.8162493942820223
NVDA,dte_2_7,m_lt090,rp4_iv_dte_2_7_m_lt090,30955,26449,0.8544338555968342
NVDA,dte_31_90,m_090_097,rp4_iv_dte_31_90_m_090_097,30955,30875,0.9974156032951058
NVDA,dte_31_90,m_097_103,rp4_iv_dte_31_90_m_097_103,30955,30880,0.9975771280891617
NVDA,dte_31_90,m_103_110,rp4_iv_dte_31_90_m_103_110,30955,30875,0.9974156032951058
NVDA,dte_31_90,m_gt110,rp4_iv_dte_31_90_m_gt110,30955,30880,0.9975771280891617
NVDA,dte_31_90,m_lt090,rp4_iv_dte_31_90_m_lt090,30955,30880,0.9975771280891617
NVDA,dte_8_30,m_090_097,rp4_iv_dte_8_30_m_090_097,30955,30880,0.9975771280891617
NVDA,dte_8_30,m_097_103,rp4_iv_dte_8_30_m_097_103,30955,30880,0.9975771280891617
NVDA,dte_8_30,m_103_110,rp4_iv_dte_8_30_m_103_110,30955,30879,0.9975448231303505
NVDA,dte_8_30,m_gt110,rp4_iv_dte_8_30_m_gt110,30955,30875,0.9974156032951058
NVDA,dte_8_30,m_lt090,rp4_iv_dte_8_30_m_lt090,30955,30879,0.9975448231303505
NVDA,dte_gt90,m_090_097,rp4_iv_dte_gt90_m_090_097,30955,30850,0.9966079793248264
NVDA,dte_gt90,m_097_103,rp4_iv_dte_gt90_m_097_103,30955,30880,0.9975771280891617
NVDA,dte_gt90,m_103_110,rp4_iv_dte_gt90_m_103_110,30955,30867,0.9971571636246164
NVDA,dte_gt90,m_gt110,rp4_iv_dte_gt90_m_gt110,30955,30879,0.9975448231303505
NVDA,dte_gt90,m_lt090,rp4_iv_dte_gt90_m_lt090,30955,30880,0.9975771280891617
TSLA,dte_0_1,m_090_097,rp4_iv_dte_0_1_m_090_097,30955,16951,0.54760135680827
TSLA,dte_0_1,m_097_103,rp4_iv_dte_0_1_m_097_103,30955,16983,0.5486351154902277
TSLA,dte_0_1,m_103_110,rp4_iv_dte_0_1_m_103_110,30955,16937,0.5471490873849136
TSLA,dte_0_1,m_gt110,rp4_iv_dte_0_1_m_gt110,30955,13450,0.4345016960103376
TSLA,dte_0_1,m_lt090,rp4_iv_dte_0_1_m_lt090,30955,15178,0.49032466483605236
TSLA,dte_2_7,m_090_097,rp4_iv_dte_2_7_m_090_097,30955,26567,0.8582458407365531
TSLA,dte_2_7,m_097_103,rp4_iv_dte_2_7_m_097_103,30955,26567,0.8582458407365531
TSLA,dte_2_7,m_103_110,rp4_iv_dte_2_7_m_103_110,30955,26567,0.8582458407365531
TSLA,dte_2_7,m_gt110,rp4_iv_dte_2_7_m_gt110,30955,26470,0.8551122597318689
TSLA,dte_2_7,m_lt090,rp4_iv_dte_2_7_m_lt090,30955,26464,0.8549184299790018
TSLA,dte_31_90,m_090_097,rp4_iv_dte_31_90_m_090_097,30955,30855,0.9967695041188822
TSLA,dte_31_90,m_097_103,rp4_iv_dte_31_90_m_097_103,30955,30882,0.997641738006784
TSLA,dte_31_90,m_103_110,rp4_iv_dte_31_90_m_103_110,30955,30875,0.9974156032951058
TSLA,dte_31_90,m_gt110,rp4_iv_dte_31_90_m_gt110,30955,30885,0.9977386528832176
TSLA,dte_31_90,m_lt090,rp4_iv_dte_31_90_m_lt090,30955,30884,0.9977063479244064
TSLA,dte_8_30,m_090_097,rp4_iv_dte_8_30_m_090_097,30955,30884,0.9977063479244064
TSLA,dte_8_30,m_097_103,rp4_iv_dte_8_30_m_097_103,30955,30885,0.9977386528832176
TSLA,dte_8_30,m_103_110,rp4_iv_dte_8_30_m_103_110,30955,30886,0.9977709578420287
TSLA,dte_8_30,m_gt110,rp4_iv_dte_8_30_m_gt110,30955,30886,0.9977709578420287
TSLA,dte_8_30,m_lt090,rp4_iv_dte_8_30_m_lt090,30955,30882,0.997641738006784
TSLA,dte_gt90,m_090_097,rp4_iv_dte_gt90_m_090_097,30955,30570,0.9875625908576967
TSLA,dte_gt90,m_097_103,rp4_iv_dte_gt90_m_097_103,30955,30852,0.9966725892424487
TSLA,dte_gt90,m_103_110,rp4_iv_dte_gt90_m_103_110,30955,30702,0.991826845420772
TSLA,dte_gt90,m_gt110,rp4_iv_dte_gt90_m_gt110,30955,30885,0.9977386528832176
TSLA,dte_gt90,m_lt090,rp4_iv_dte_gt90_m_lt090,30955,30883,0.9976740429655953
