asset,tenor,moneyness,column,origins,populated,coverage
AMZN,dte_gt90,m_097_103,rp4_iv_dte_gt90_m_097_103,1625,1622,0.9981538461538462
AMZN,dte_gt90,m_103_110,rp4_iv_dte_gt90_m_103_110,1625,1599,0.984
AMZN,dte_gt90,m_gt110,rp4_iv_dte_gt90_m_gt110,1625,1625,1.0
AMZN,dte_gt90,m_lt090,rp4_iv_dte_gt90_m_lt090,1625,1625,1.0
META,dte_0_1,m_090_097,rp4_iv_dte_0_1_m_090_097,1625,1540,0.9476923076923077
META,dte_0_1,m_097_103,rp4_iv_dte_0_1_m_097_103,1625,1625,1.0
META,dte_0_1,m_103_110,rp4_iv_dte_0_1_m_103_110,1625,1528,0.9403076923076923
META,dte_0_1,m_gt110,rp4_iv_dte_0_1_m_gt110,1625,735,0.4523076923076923
META,dte_0_1,m_lt090,rp4_iv_dte_0_1_m_lt090,1625,1087,0.668923076923077
META,dte_2_7,m_090_097,rp4_iv_dte_2_7_m_090_097,1625,1624,0.9993846153846154
META,dte_2_7,m_097_103,rp4_iv_dte_2_7_m_097_103,1625,1625,1.0
META,dte_2_7,m_103_110,rp4_iv_dte_2_7_m_103_110,1625,1625,1.0
META,dte_2_7,m_gt110,rp4_iv_dte_2_7_m_gt110,1625,1497,0.9212307692307692
META,dte_2_7,m_lt090,rp4_iv_dte_2_7_m_lt090,1625,1465,0.9015384615384615
META,dte_31_90,m_090_097,rp4_iv_dte_31_90_m_090_097,1625,1621,0.9975384615384615
META,dte_31_90,m_097_103,rp4_iv_dte_31_90_m_097_103,1625,1625,1.0
META,dte_31_90,m_103_110,rp4_iv_dte_31_90_m_103_110,1625,1620,0.9969230769230769
META,dte_31_90,m_gt110,rp4_iv_dte_31_90_m_gt110,1625,1625,1.0
META,dte_31_90,m_lt090,rp4_iv_dte_31_90_m_lt090,1625,1623,0.9987692307692307
META,dte_8_30,m_090_097,rp4_iv_dte_8_30_m_090_097,1625,1624,0.9993846153846154
META,dte_8_30,m_097_103,rp4_iv_dte_8_30_m_097_103,1625,1625,1.0
META,dte_8_30,m_103_110,rp4_iv_dte_8_30_m_103_110,1625,1625,1.0
META,dte_8_30,m_gt110,rp4_iv_dte_8_30_m_gt110,1625,1625,1.0
META,dte_8_30,m_lt090,rp4_iv_dte_8_30_m_lt090,1625,1619,0.9963076923076923
META,dte_gt90,m_090_097,rp4_iv_dte_gt90_m_090_097,1625,1567,0.9643076923076923
META,dte_gt90,m_097_103,rp4_iv_dte_gt90_m_097_103,1625,1622,0.9981538461538462
META,dte_gt90,m_103_110,rp4_iv_dte_gt90_m_103_110,1625,1589,0.9778461538461538
META,dte_gt90,m_gt110,rp4_iv_dte_gt90_m_gt110,1625,1625,1.0
META,dte_gt90,m_lt090,rp4_iv_dte_gt90_m_lt090,1625,1624,0.9993846153846154
MSFT,dte_0_1,m_090_097,rp4_iv_dte_0_1_m_090_097,1625,1427,0.8781538461538462
MSFT,dte_0_1,m_097_103,rp4_iv_dte_0_1_m_097_103,1625,1625,1.0
MSFT,dte_0_1,m_103_110,rp4_iv_dte_0_1_m_103_110,1625,1049,0.6455384615384615
MSFT,dte_0_1,m_gt110,rp4_iv_dte_0_1_m_gt110,1625,81,0.049846153846153846
MSFT,dte_0_1,m_lt090,rp4_iv_dte_0_1_m_lt090,1625,950,0.5846153846153846
MSFT,dte_2_7,m_090_097,rp4_iv_dte_2_7_m_090_097,1625,1604,0.9870769230769231
MSFT,dte_2_7,m_097_103,rp4_iv_dte_2_7_m_097_103,1625,1625,1.0
MSFT,dte_2_7,m_103_110,rp4_iv_dte_2_7_m_103_110,1625,1618,0.9956923076923077
MSFT,dte_2_7,m_gt110,rp4_iv_dte_2_7_m_gt110,1625,565,0.3476923076923077
MSFT,dte_2_7,m_lt090,rp4_iv_dte_2_7_m_lt090,1625,1148,0.7064615384615385
MSFT,dte_31_90,m_090_097,rp4_iv_dte_31_90_m_090_097,1625,1618,0.9956923076923077
MSFT,dte_31_90,m_097_103,rp4_iv_dte_31_90_m_097_103,1625,1615,0.9938461538461538
MSFT,dte_31_90,m_103_110,rp4_iv_dte_31_90_m_103_110,1625,1610,0.9907692307692307
MSFT,dte_31_90,m_gt110,rp4_iv_dte_31_90_m_gt110,1625,1609,0.9901538461538462
MSFT,dte_31_90,m_lt090,rp4_iv_dte_31_90_m_lt090,1625,1617,0.9950769230769231
MSFT,dte_8_30,m_090_097,rp4_iv_dte_8_30_m_090_097,1625,1623,0.9987692307692307
MSFT,dte_8_30,m_097_103,rp4_iv_dte_8_30_m_097_103,1625,1625,1.0
MSFT,dte_8_30,m_103_110,rp4_iv_dte_8_30_m_103_110,1625,1625,1.0
MSFT,dte_8_30,m_gt110,rp4_iv_dte_8_30_m_gt110,1625,1525,0.9384615384615385
MSFT,dte_8_30,m_lt090,rp4_iv_dte_8_30_m_lt090,1625,1611,0.9913846153846154
MSFT,dte_gt90,m_090_097,rp4_iv_dte_gt90_m_090_097,1625,1600,0.9846153846153847
MSFT,dte_gt90,m_097_103,rp4_iv_dte_gt90_m_097_103,1625,1621,0.9975384615384615
MSFT,dte_gt90,m_103_110,rp4_iv_dte_gt90_m_103_110,1625,1604,0.9870769230769231
MSFT,dte_gt90,m_gt110,rp4_iv_dte_gt90_m_gt110,1625,1622,0.9981538461538462
MSFT,dte_gt90,m_lt090,rp4_iv_dte_gt90_m_lt090,1625,1625,1.0
NVDA,dte_0_1,m_090_097,rp4_iv_dte_0_1_m_090_097,1625,1491,0.9175384615384615
NVDA,dte_0_1,m_097_103,rp4_iv_dte_0_1_m_097_103,1625,1495,0.92
NVDA,dte_0_1,m_103_110,rp4_iv_dte_0_1_m_103_110,1625,1399,0.8609230769230769
NVDA,dte_0_1,m_gt110,rp4_iv_dte_0_1_m_gt110,1625,547,0.3366153846153846
NVDA,dte_0_1,m_lt090,rp4_iv_dte_0_1_m_lt090,1625,1234,0.7593846153846154
NVDA,dte_2_7,m_090_097,rp4_iv_dte_2_7_m_090_097,1625,1625,1.0
NVDA,dte_2_7,m_097_103,rp4_iv_dte_2_7_m_097_103,1625,1625,1.0
NVDA,dte_2_7,m_103_110,rp4_iv_dte_2_7_m_103_110,1625,1625,1.0
NVDA,dte_2_7,m_gt110,rp4_iv_dte_2_7_m_gt110,1625,1559,0.9593846153846154
NVDA,dte_2_7,m_lt090,rp4_iv_dte_2_7_m_lt090,1625,1603,0.9864615384615385
NVDA,dte_31_90,m_090_097,rp4_iv_dte_31_90_m_090_097,1625,1625,1.0
NVDA,dte_31_90,m_097_103,rp4_iv_dte_31_90_m_097_103,1625,1625,1.0
NVDA,dte_31_90,m_103_110,rp4_iv_dte_31_90_m_103_110,1625,1625,1.0
NVDA,dte_31_90,m_gt110,rp4_iv_dte_31_90_m_gt110,1625,1625,1.0
NVDA,dte_31_90,m_lt090,rp4_iv_dte_31_90_m_lt090,1625,1625,1.0
NVDA,dte_8_30,m_090_097,rp4_iv_dte_8_30_m_090_097,1625,1625,1.0
NVDA,dte_8_30,m_097_103,rp4_iv_dte_8_30_m_097_103,1625,1625,1.0
NVDA,dte_8_30,m_103_110,rp4_iv_dte_8_30_m_103_110,1625,1625,1.0
NVDA,dte_8_30,m_gt110,rp4_iv_dte_8_30_m_gt110,1625,1625,1.0
NVDA,dte_8_30,m_lt090,rp4_iv_dte_8_30_m_lt090,1625,1625,1.0
NVDA,dte_gt90,m_090_097,rp4_iv_dte_gt90_m_090_097,1625,1625,1.0
NVDA,dte_gt90,m_097_103,rp4_iv_dte_gt90_m_097_103,1625,1625,1.0
NVDA,dte_gt90,m_103_110,rp4_iv_dte_gt90_m_103_110,1625,1624,0.9993846153846154
NVDA,dte_gt90,m_gt110,rp4_iv_dte_gt90_m_gt110,1625,1625,1.0
NVDA,dte_gt90,m_lt090,rp4_iv_dte_gt90_m_lt090,1625,1625,1.0
TSLA,dte_0_1,m_090_097,rp4_iv_dte_0_1_m_090_097,1625,1621,0.9975384615384615
TSLA,dte_0_1,m_097_103,rp4_iv_dte_0_1_m_097_103,1625,1625,1.0
TSLA,dte_0_1,m_103_110,rp4_iv_dte_0_1_m_103_110,1625,1618,0.9956923076923077
TSLA,dte_0_1,m_gt110,rp4_iv_dte_0_1_m_gt110,1625,1106,0.6806153846153846
TSLA,dte_0_1,m_lt090,rp4_iv_dte_0_1_m_lt090,1625,1197,0.7366153846153846
TSLA,dte_2_7,m_090_097,rp4_iv_dte_2_7_m_090_097,1625,1625,1.0
TSLA,dte_2_7,m_097_103,rp4_iv_dte_2_7_m_097_103,1625,1625,1.0
TSLA,dte_2_7,m_103_110,rp4_iv_dte_2_7_m_103_110,1625,1625,1.0
TSLA,dte_2_7,m_gt110,rp4_iv_dte_2_7_m_gt110,1625,1619,0.9963076923076923
TSLA,dte_2_7,m_lt090,rp4_iv_dte_2_7_m_lt090,1625,1581,0.9729230769230769
TSLA,dte_31_90,m_090_097,rp4_iv_dte_31_90_m_090_097,1625,1622,0.9981538461538462
TSLA,dte_31_90,m_097_103,rp4_iv_dte_31_90_m_097_103,1625,1625,1.0
TSLA,dte_31_90,m_103_110,rp4_iv_dte_31_90_m_103_110,1625,1622,0.9981538461538462
TSLA,dte_31_90,m_gt110,rp4_iv_dte_31_90_m_gt110,1625,1625,1.0
TSLA,dte_31_90,m_lt090,rp4_iv_dte_31_90_m_lt090,1625,1625,1.0
TSLA,dte_8_30,m_090_097,rp4_iv_dte_8_30_m_090_097,1625,1625,1.0
TSLA,dte_8_30,m_097_103,rp4_iv_dte_8_30_m_097_103,1625,1625,1.0
TSLA,dte_8_30,m_103_110,rp4_iv_dte_8_30_m_103_110,1625,1625,1.0
TSLA,dte_8_30,m_gt110,rp4_iv_dte_8_30_m_gt110,1625,1625,1.0
TSLA,dte_8_30,m_lt090,rp4_iv_dte_8_30_m_lt090,1625,1625,1.0
TSLA,dte_gt90,m_090_097,rp4_iv_dte_gt90_m_090_097,1625,1601,0.9852307692307692
TSLA,dte_gt90,m_097_103,rp4_iv_dte_gt90_m_097_103,1625,1621,0.9975384615384615
TSLA,dte_gt90,m_103_110,rp4_iv_dte_gt90_m_103_110,1625,1605,0.9876923076923076
TSLA,dte_gt90,m_gt110,rp4_iv_dte_gt90_m_gt110,1625,1625,1.0
TSLA,dte_gt90,m_lt090,rp4_iv_dte_gt90_m_lt090,1625,1625,1.0
