claim_id,kind,source_document,source_passage_sha256,claim,artifact,artifact_sha256,selector,rendering,context,evidence_status,supporting_artifacts,test,revision_test,correction_test,current_test,prior_claim_id,display_value,presentation_role
package_number_0011,package_number,executive_summary.md,,"0,0439",docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv30_linear_h1_p"", ""value""]",.4f|es,Historical Spanish summary rendering; English text retained without duplication.,VERIFIED_SAVED_FIELD,"{""artifacts/rp4_v4_b4/primary_statistics.csv"": ""5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,0.0439,duplicate_spanish_summary
package_number_0012,package_number,executive_summary.md,,"0,0053",docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv30_trees_h1_p"", ""value""]",.4f|es,Historical Spanish summary rendering; English text retained without duplication.,VERIFIED_SAVED_FIELD,"{""artifacts/rp4_v4_b4/primary_statistics.csv"": ""5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,0.0053,duplicate_spanish_summary
package_number_0013,package_number,executive_summary.md,,5,artifacts/rp4_v3_a1_empty_window/specification.json,930f3ddb6ef6284f1129dda26ed705699a666ade005c6ad363cb67864794e6f5,"[""inference"", ""fixed_sequence"", ""alpha"", ""@percent""]",.0f|es,Historical Spanish summary rendering; English text retained without duplication.,registered_design_metadata,"{""artifacts/rp4_v4_b4/primary_statistics.csv"": ""5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,5,duplicate_spanish_summary
package_number_0014,package_number,executive_summary.md,,"0,0525",docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv30_linear_h2_p"", ""value""]",.4f|es,Historical Spanish summary rendering; English text retained without duplication.,VERIFIED_SAVED_FIELD,"{""artifacts/rp4_v4_b4/primary_statistics.csv"": ""5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,0.0525,duplicate_spanish_summary
package_number_0015,package_number,executive_summary.md,,"0,6631",docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv30_trees_h2_p"", ""value""]",.4f|es,Historical Spanish summary rendering; English text retained without duplication.,VERIFIED_SAVED_FIELD,"{""artifacts/rp4_v4_b4/primary_statistics.csv"": ""5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,0.6631,duplicate_spanish_summary
package_number_0016,package_number,executive_summary.md,,30,artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[16, ""horizon_minutes""]",.0f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0016,30,duplicate_spanish_summary
package_number_0017,package_number,executive_summary.md,,15,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""primary_horizon_minutes""]",.0f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0017,15,duplicate_spanish_summary
package_number_0018,package_number,executive_summary.md,,15,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""primary_horizon_minutes""]",.0f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0018,15,duplicate_spanish_summary
package_number_0019,package_number,executive_summary.md,,5,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""secondary_horizon_minutes""]",.0f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0019,5,duplicate_spanish_summary
package_number_0020,package_number,executive_summary.md,,5,docs/rp4/prospective_confirmation_v1_receipt.json,18d3fff1995532a4ff44cf4ae90d1917631798353aa314a24dd14f30d7bd4a66,"[""alpha"", ""@percent""]",.0f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0020,5,duplicate_spanish_summary
package_number_0021,package_number,executive_summary.md,,15,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""primary_horizon_minutes""]",.0f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0021,15,duplicate_spanish_summary
package_number_0022,package_number,executive_summary.md,,"+0,623",artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""percent_reduction""]",+.3f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0022,+0.623,duplicate_spanish_summary
package_number_0023,package_number,executive_summary.md,,"0,000335",artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""ci_low_qlike""]",.6f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0023,0.000335,duplicate_spanish_summary
package_number_0024,package_number,executive_summary.md,,"0,001932",artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""ci_high_qlike""]",.6f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0024,0.001932,duplicate_spanish_summary
package_number_0025,package_number,executive_summary.md,,"0,0032",artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""p_for_decision""]",.4f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0025,0.0032,duplicate_spanish_summary
package_number_0026,package_number,executive_summary.md,,5,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""secondary_horizon_minutes""]",.0f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0026,5,duplicate_spanish_summary
package_number_0027,package_number,executive_summary.md,,"+0,256",artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[33, ""percent_reduction""]",+.3f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0027,+0.256,duplicate_spanish_summary
package_number_0028,package_number,executive_summary.md,,"+0,184",artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""ci_low_rescaled_percent""]",+.3f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0028,+0.184,duplicate_spanish_summary
package_number_0029,package_number,executive_summary.md,,"+1,061",artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""ci_high_rescaled_percent""]",+.3f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0029,+1.061,duplicate_spanish_summary
package_number_0030,package_number,executive_summary.md,,100,artifacts/rp4_closeout_figures/README.md,51f46c4a6f1d00c320e7b01922cf9cf0ebb84b99c05d5540729d3a86bf1b8b4b,[],text_number:0,Historical Spanish summary rendering; English text retained without duplication.,mathematical_constant,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0030,100,duplicate_spanish_summary
package_number_0031,package_number,executive_summary.md,,"0,0870",artifacts/rp4_v4_b4/distribution_secondary.csv,62312356720ac370fe3928eb5212db5a99ad7aa63f8ce4fe568ae149faed96cb,"[3, ""p_holm""]",.4f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0031,0.0870,duplicate_spanish_summary
package_number_0032,package_number,executive_summary.md,,"0,0096",artifacts/rp4_v4_b4/distribution_secondary.csv,62312356720ac370fe3928eb5212db5a99ad7aa63f8ce4fe568ae149faed96cb,"[19, ""p_holm""]",.4f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0032,0.0096,duplicate_spanish_summary
package_number_0033,package_number,executive_summary.md,,"0,0439",artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[0, ""p_raw""]",.4f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0033,0.0439,duplicate_spanish_summary
package_number_0034,package_number,executive_summary.md,,"0,0390",artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[8, ""p_raw""]",.4f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0034,0.0390,duplicate_spanish_summary
package_number_0035,package_number,executive_summary.md,,15,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv15_primary_horizon_minutes"", ""value""]",literal,Historical Spanish summary rendering; English text retained without duplication.,VERIFIED_SAVED_FIELD,"{""artifacts/rp4_v4_a1/specification.json"": ""0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,15,duplicate_spanish_summary
package_number_0036,package_number,executive_summary.md,,"+0,623",docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv15_linear_flow_percent"", ""value""]",+.3f|es,Historical Spanish summary rendering; English text retained without duplication.,VERIFIED_SAVED_FIELD,"{""artifacts/rp4_v4_b4/primary_statistics.csv"": ""5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,+0.623,duplicate_spanish_summary
package_number_0037,package_number,executive_summary.md,,6,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv15_positive_estimate_count"", ""value""]",literal,Historical Spanish summary rendering; English text retained without duplication.,VERIFIED_SAVED_FIELD,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json"": ""5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,6,duplicate_spanish_summary
package_number_0038,package_number,executive_summary.md,,6,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv15_asset_count"", ""value""]",literal,Historical Spanish summary rendering; English text retained without duplication.,VERIFIED_SAVED_FIELD,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json"": ""5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,6,duplicate_spanish_summary
package_number_0039,package_number,executive_summary.md,,5,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv5_secondary_horizon_minutes"", ""value""]",literal,Historical Spanish summary rendering; English text retained without duplication.,VERIFIED_SAVED_FIELD,"{""artifacts/rp4_v4_a1/specification.json"": ""0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,5,duplicate_spanish_summary
package_number_0040,package_number,executive_summary.md,,"+0,256",docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv5_linear_flow_percent"", ""value""]",+.3f|es,Historical Spanish summary rendering; English text retained without duplication.,VERIFIED_SAVED_FIELD,"{""artifacts/rp4_v4_b4/primary_statistics.csv"": ""5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,+0.256,duplicate_spanish_summary
package_number_0041,package_number,executive_summary.md,,3,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv5_positive_estimate_count"", ""value""]",literal,Historical Spanish summary rendering; English text retained without duplication.,VERIFIED_SAVED_FIELD,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json"": ""5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,3,duplicate_spanish_summary
package_number_0042,package_number,executive_summary.md,,6,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv5_asset_count"", ""value""]",literal,Historical Spanish summary rendering; English text retained without duplication.,VERIFIED_SAVED_FIELD,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json"": ""5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,6,duplicate_spanish_summary
package_number_0043,package_number,executive_summary.md,,15,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv15_primary_horizon_minutes"", ""value""]",literal,Historical Spanish summary rendering; English text retained without duplication.,VERIFIED_SAVED_FIELD,"{""artifacts/rp4_v4_a1/specification.json"": ""0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,15,duplicate_spanish_summary
package_number_0044,package_number,executive_summary.md,,25,artifacts/rp4_v4_b3_rv15/summary.json,1a544479c861bfcb8201cd6ae95702f7cf3de08f4d824d1dc488ec159a36ab9c,"[""N_sessions""]",.0f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0035,25,duplicate_spanish_summary
package_number_0045,package_number,executive_summary.md,,9.750,artifacts/rp4_v4_b3_rv15/summary.json,1a544479c861bfcb8201cd6ae95702f7cf3de08f4d824d1dc488ec159a36ab9c,"[""N_origins""]",",.0f|es",Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0036,"9,750",duplicate_spanish_summary
package_number_0046,package_number,executive_summary.md,,20,docs/rp4/prospective_confirmation_v1_receipt.json,18d3fff1995532a4ff44cf4ae90d1917631798353aa314a24dd14f30d7bd4a66,"[""primary_look_sessions""]",.0f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0037,20,duplicate_spanish_summary
package_number_0047,package_number,executive_summary.md,,25,docs/rp4/prospective_confirmation_v1_amendment_2_receipt.json,eeeff2504758294cd973e898bcc5ff8f43d2ff5be89f31b3dec8e1d22a5d7f95,"[""secondary_D"", ""historical_sessions""]",.0f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0038,25,duplicate_spanish_summary
package_number_0048,package_number,executive_summary.md,,20,docs/rp4/prospective_confirmation_v1_amendment_2_receipt.json,eeeff2504758294cd973e898bcc5ff8f43d2ff5be89f31b3dec8e1d22a5d7f95,"[""secondary_D"", ""prospective_sessions""]",.0f|es,Historical Spanish summary rendering; English text retained without duplication.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0039,20,duplicate_spanish_summary
